department,question
勞動部勞工保險局,37. 負責人勞保投保薪資應如何申報？
勞動部勞工保險局,15. 建教合作班學生是否應參加勞保？
勞動部勞工保險局,12. 我今年已經超過65歲了，還可以再加勞保嗎?
勞動部勞工保險局,22. 公司聘任委任經理人是否應為其加勞保?其屬強制或自願加保對象?
勞動部勞工保險局,10. 雇主應如何為員工辦理加、退保手續?如果員工在試用期間是否仍需加保?
勞動部勞工保險局,20. 僱用外國籍員工應如何辦理加保手續呢?
勞動部勞工保險局,8. 分公司(工廠)員工需由總公司申報加保嗎?或可以由分公司(工廠)自行申報加保?
勞動部勞工保險局,13. 公司晚幫我加保，可以向勞保局申請更正嗎?
勞動部勞工保險局,6. 公司即將歇業，僅餘負責人1人處理善後，勞保可否辦理退保？
勞動部勞工保險局,7. 甲、乙兩家公司均有投保，分屬不同證號，兩家公司合併成立新公司，勞保應如何辦理？
勞動部勞工保險局,14. 公司的員工如果已經在其他公司(或職業工會)加保或本身已有農保，是否還要幫他加保呢?
勞動部勞工保險局,3. 我們公司目前沒有僱用員工，該如何辦理勞保加保?
勞動部勞工保險局,16. 我在大陸(海外)的公司上班，要如何參加勞保呢?
勞動部勞工保險局,11. 我目前沒有工作，可以去職業工會加保嗎?
勞動部勞工保險局,5. 原來在領取遺屬年金的人，因為條件不符停發，後來如果又再符合其他請領條件時，需要重新提出申請嗎？ 
勞動部勞工保險局,4. 遺屬年金給付可以領到多少錢？如果符合請領條件的當序遺屬超過1個人，領的錢有比較多嗎？會怎麼發放給每個人？
勞動部勞工保險局,3. 如果父母都是國保被保險人，則父母死亡時，子女可以分別申請父親和母親的遺屬年金嗎？ 
勞動部勞工保險局,2. 遺屬如果是未成年子女或受監護宣告的人，要怎麼請領遺屬年金？ 
勞動部勞工保險局,1. 遺屬年金給付要怎麼申請？申請後可以從什麼時候開始領？領到什麼時候？ 
勞動部勞工保險局,18. 未支領薪資之實習生是否應參加勞保?
勞動部勞工保險局,1. 公司剛成立，要如何辦理投保手續呢?
勞動部勞工保險局,"14. 我兒子是國保被保險人，109年4月車禍往生且沒有配偶及子女。我目前60歲，每個月工作收入是20,000元，是否符合國保遺屬年金給付請領條件？"
勞動部勞工保險局,4. 公司的資料如果有變更，應如何辦理變更手續呢?
勞動部勞工保險局,2. 申辦「公司及商業設立一站式線上申請作業」的勞(就、職)保或(就、職)保相關作業方式為何？ 
勞動部勞工保險局,10. 國民年金被保險人如果是因他殺而死亡的，遺屬仍然可以請領遺屬年金嗎？
勞動部勞工保險局,11. 為什麼要將遺屬年金給付請領者的工作收入條件修改為未超過基本工資？
勞動部勞工保險局,12. 修法後，如果將來基本工資有調整，則國保遺屬年金給付請領條件之工作收入上限會跟著調整嗎？
勞動部勞工保險局,8. 如果前面順位的遺屬不符合遺屬年金的請領條件或者主動放棄請領，是否可以由後面順位的遺屬請領？如果已經拋棄繼承，還可以請領遺屬年金嗎？
勞動部勞工保險局,7. 如果當序遺屬是「兄弟、姊妹」，要符合什麼條件才能請領遺屬年金？而在什麼樣的情況下，遺屬年金會停發？
勞動部勞工保險局,15. 修法前因為工作收入超過國保月投保金額（但未超過基本工資），不符合遺屬年金給付請領條件而被停發的案件，修法後（109年6月）已符合請領條件，勞保局會主動自109年6月補發嗎？
勞動部勞工保險局,5. 養子女也可以請領遺屬年金嗎？ 
勞動部勞工保險局,9. 原本已經在領遺屬年金的遺屬死亡後，是否可以由後面順位的遺屬遞補，繼續請領遺屬年金？
勞動部勞工保險局,3. 假設國民年金被保險人死亡時，配偶還沒有達到可以請領遺屬年金的年齡條件，是否就完全喪失請領資格？ 
勞動部勞工保險局,6. 如果當序遺屬是「父母」或「祖父母」，要符合什麼條件才能請領遺屬年金？而在什麼樣的情況下，遺屬年金會停發？ 
勞動部勞工保險局,1. 要符合什麼條件才能請領國民年金的遺屬年金給付？是由誰請領？可以由被保險人自己指定受益人嗎？
勞動部勞工保險局,15. 我收到勞保局通知必須要前往醫院辦理複查評估工作能力，要如何辦理複檢手續？複檢時需要帶哪些資料？費用是自己出嗎？辦理複檢工作能力後，可以繼續領年金嗎？
勞動部勞工保險局,2. 如果當序遺屬是「配偶」，要符合什麼條件才能請領遺屬年金？而在什麼樣的情況下，遺屬年金會停發？ 
勞動部勞工保險局,13. 國民年金基本保證年金每月都按時匯入存簿，是否會有延遲入帳情形？（與不動產增加或收入是否有關）
勞動部勞工保險局,12. 重度以上身心障礙的人，如果受監護宣告，要怎麼請領身心障礙(基本保證)年金？給付款項是匯入監護人帳戶嗎？ 
勞動部勞工保險局,13. 我的薪資剛好等於基本工資，是否符合遺屬年金給付工作收入條件？
勞動部勞工保險局,10. 我要申請身心障礙基本保證年金，但是我有「個人所有的土地及房屋價值合計達500萬元以上，但符合扣除規定」的情況，那要另外檢具哪些書件？
勞動部勞工保險局,4. 如果當序遺屬是「子女」，要符合什麼條件才能請領遺屬年金？而在什麼樣的情況下，遺屬年金會停發？
勞動部勞工保險局,8. 我有欠繳國民年金保險費，可以領身心障礙(基本保證)年金給付嗎？會不會影響給付金額？
勞動部勞工保險局,9. 負責人領取老年給付後，是否要更換負責人？
勞動部勞工保險局,7. 身心障礙年金的給付金額是按照「月投保金額×保險年資×1.3 ％」計算後發給，請問保險年資怎麼算？如果我另外有勞保或農保年資，可以合併計算嗎？
勞動部勞工保險局,5. 我們公司已經停業(歇業)，老闆新成立了一家公司，員工的勞保要如何處理呢?
勞動部勞工保險局,14. 我最近收到勞保局通知，因為5年屆滿要複檢查核工作能力，我目前仍領有重度以上身心障礙手冊(或證明)，為什麼需要複檢查核工作能力？
勞動部勞工保險局,9. 勞保局怎麼知道我有沒有在領社會福利津貼(低收入老人生活津貼、中低收入老人生活津貼、身心障礙者生活補助、老年農民福利津貼 或榮民就養給付）？
勞動部勞工保險局,6. 申請身心障礙(基本保證)年金給付，如果符合條件，每個月可以領多少錢？
勞動部勞工保險局,21. 雇主是不是一定要在自己的公司加保?
勞動部勞工保險局,2. 無工作能力的評估是到任何一家醫院或診所都可以辦理嗎？如果醫院在完成評估後，不願意幫忙寄「工作能力綜合評量表」，我要怎麼處理？
勞動部勞工保險局,3. 要辦理評估工作能力，有規定一定要回去當初辦理身心障礙證明鑑定的醫院嗎？可以就近在住家附近的身心障礙鑑定醫院辦理無工作能力的評估嗎？如果我都沒有在那一家醫院就診，醫師無法幫我進行評估，我要怎麼處理？
勞動部勞工保險局,12. 我在領取老年年金給付(或老年基本保證年金)期間鑑定領有重度以上身心障礙手冊或證明，是否可以改領身心障礙(基本保證)年金給付？
勞動部勞工保險局,1. 身心障礙(基本保證)年金給付要怎麼申請？申請後可以從什麼時候開始發給？何時可以領到錢？領到什麼時候？
勞動部勞工保險局,10. 我領有重度以上身心障礙證明，但是目前參加勞保中，是否可以請領身心障礙(基本保證)年金給付？ 
勞動部勞工保險局,14. 我有國保年資，也有勞保年資，如果發生重度以上身心障礙事故，可以同時請領國保身心障礙年金給付和勞保失能給付嗎？
勞動部勞工保險局,5. 我在領取身心障礙(基本保證)年金給付期間，因為身心障礙證明到期，辦理重新鑑定身心障礙程度後，身心障礙類別及等級符合內政部公告視為無工作能力的障礙類別及等級，那之後在領取年金期間，還需要再辦理評估工作能力嗎？
勞動部勞工保險局,8. 我的身心障礙證明上沒有列出各障礙類別編碼(ICF編碼)的程度，要怎麼判斷是不是需要評估工作能力？如果我的障礙類別是要再符合「活動參與與環境因素」總分數大於90分的標準，要如何知道分數是多少？
勞動部勞工保險局,6. 在101年7月11日身心障礙鑑定新制(ICF)實施後，鑑定符合身心障礙而領有(極)重度身心障礙證明的人，是否需要評估工作能力？
勞動部勞工保險局,11. 我有重大傷病卡，但是沒有身心障礙證明，可以請領身心障礙(基本保證)年金給付嗎？
勞動部勞工保險局,9. 我領有重度以上身心障礙證明，但是還有工作能力，是否可以請領身心障礙(基本保證)年金給付？ 
勞動部勞工保險局,3. 國民年金法規定必須是「重度以上身心障礙」，並且經評估「無工作能力」的人才能請領身心障礙(基本保證)年金給付。請問「重度以上身心障礙」要怎麼認定？領有中度或輕度身心障礙證明的人，是否符合規定？又「無工作能力」要怎麼評估？
勞動部勞工保險局,2. 請領身心障礙基本保證年金要符合「請領給付的前3年內，每年居住在國內超過183日」的規定，請問「前3年」怎麼認定？要從哪一天開始算起？ 
勞動部勞工保險局,7. 以下領有(極)重度身心障礙證明者，是否符合視為無工作能力的身心障礙類別及等級？
勞動部勞工保險局,6. 我有原住民身分，而且是軍公教退休人員，可以領取原住民給付嗎？ 
勞動部勞工保險局,1. 國民年金針對身心障礙者有發放「身心障礙年金給付」和「身心障礙基本保證年金」兩種給付，請問這兩種給付的請領資格有什麼差別？
勞動部勞工保險局,5. 我的身心障礙手冊上僅列出「重器障(重要器官失去功能)」、「肢障」、「多障」，而沒有載明發生障礙的器官，肢障種類或個別障礙明細，我要怎麼判斷是不是需要評估工作能力？
勞動部勞工保險局,3. 我在101年12月起每個月都有領到原住民給付，但是這幾年政府逐年調整土地公告現值，即使我都沒有新增土地或房屋，未來還是可能因為土地公告現值調高造成我名下的土地及房屋財產價值達新臺幣500萬元以上，這樣我是不是就會喪失原住民給付的請領資格？
勞動部勞工保險局,"16. 原本在請領國保遺屬年金給付，109年2月起因為工作收入超過國保月投保金額（但未超過基本工資），不符合遺屬年金給付請領條件而停發。修法後若重新提出申請，可以追溯自109年2月起補發遺屬年金給付嗎？
"
勞動部勞工保險局,4. 原住民給付只能領到年滿65歲的前一個月，那我65歲以後還有什麼給付可以領？要怎麼申請？
勞動部勞工保險局,6. 我在101年12月起每個月都有領到老年基本保證年金，但是這幾年政府逐年調整土地公告現值，即使我都沒有新增土地或房屋，未來還是可能因為土地公告現值調高造成我名下的土地及房屋財產價值達新臺幣500萬元以上，這樣我是不是就會喪失老年基本保證年金的請領資格？
勞動部勞工保險局,2. 原住民給付每個月可以領多少錢？領到什麼時候？不曾參加國民年金保險的人，也可以領原住民給付嗎？
勞動部勞工保險局,5. 我有原住民身分，目前在參加勞保中，可以領取原住民給付嗎？ 
勞動部勞工保險局,13. 我目前在參加國保中，並且正在領取身心障礙基本保證年金，如果現在又發生其他部位的重度身心障礙事故，是否可以再請領身心障礙年金給付？ 
勞動部勞工保險局,2. 請領老年基本保證年金要符合「最近3年內每年居住國內超過183日」的規定，請問「最近3年」怎麼認定？要從哪一天開始算起？ 
勞動部勞工保險局,1. 什麼是「原住民給付」？要符合什麼條件才能申請？怎麼申請？
勞動部勞工保險局,12. 已經在領老年年金給付的人，如果之後發生重度以上身心障礙事故並且經評估無工作能力，可以選擇改領身心障礙年金給付嗎？
勞動部勞工保險局,11. 已經在領身心障礙年金給付的人，年滿65歲的時候，可以改領老年年金給付嗎？如果可以，到時候計算老年年金給付的年資是不是和原本計算身心障礙年金給付的年資相同？
勞動部勞工保險局,10. 我不曾領過公保養老給付和軍保退伍給付，並且在98年1月1日以後領了勞保老年給付。請問如果我曾參加國民年金，國保的老年年金給付可以用A式計算嗎？會不會受到領取勞保老年給付的年資或金額影響？
勞動部勞工保險局,9. 我不曾領過公保養老給付和軍保退伍給付，而且在97年12月31日以前已經領了勞保老年給付。請問如果我曾參加國民年金，國保的老年年金給付可以用A式計算嗎？會不會受到領取勞保老年給付的年資或金額影響？
勞動部勞工保險局,"8. 我有領過軍保退伍給付(或公保養老給付)，必須按月累計3,000元，達原領取的軍保退伍給付(或公保養老給付)金額以後，國保的老年年金給付才會按A式計給。請問我要什麼時候才可以達到累計金額？從哪個月開始才可以按A式計給？
"
勞動部勞工保險局,3. 聽說國民年金在100年7月修法放寬老年基本保證年金的請領條件，請問放寬的是哪些部分？ 
勞動部勞工保險局,7. 我有領過軍保退伍給付(或公保養老給付)，曾經參加過國民年金，請問我請領老年年金給付時可以用A式計算嗎？
勞動部勞工保險局,5. 我曾經欠繳國民年金保險費，可以領老年年金嗎？會不會影響給付金額？
勞動部勞工保險局,4. 在什麼樣的情況下，老年年金不能選擇以A式計給(擇優計給)？
勞動部勞工保險局,3. 老年年金給付每個月可以領到多少錢？怎麼計算？可以領多久？
勞動部勞工保險局,2. 我在今年8月25日年滿65歲，但是勞保局要等到9月底才會寄發7~8月份的國民年金保險費繳款單，請問我要等到收到繳款單繳清保費後，才能申請老年年金給付，還是可以先提出申請？
勞動部勞工保險局,1. 要符合什麼條件才能請領老年基本保證年金？要怎麼申請?
勞動部勞工保險局,7. 我101年度個人綜合所得合計達50萬元以上是因為中了樂透彩，也不符合請領規定嗎？
勞動部勞工保險局,6. 我是由兒子申報扶養，101年度全戶所得雖然達50萬元以上，但是我個人並沒有所得，這樣也不符合請領規定嗎？我要怎麼向勞保局提出申復？
勞動部勞工保險局,11. 我在101年12月起每個月都有領到身心障礙基本保證年金，但是這幾年政府逐年調整土地公告現值，即使我都沒有新增土地或房屋，未來還是可能因為土地公告現值調高造成我名下的土地及房屋財產價值合計達新臺幣500萬元以上，這樣我是不是就會喪失身心障礙基本保證年金的請領資格？
勞動部勞工保險局,4. 我102年度的個人綜合所得不到50萬元，為什麼勞保局會通知我103年度的老年基本保證年金(或原住民給付、身心障礙基本保證年金)不符合請領規定？我要等到什麼時候才會再次符合請領規定？需要重新提出申請嗎？
勞動部勞工保險局,1. 要符合什麼條件才能請領國民年金的老年年金給付？要怎麼申請？我以前參加過國保，但是後來因為再工作參加勞保， 所以國保就退保了，這樣65歲時也可以申請國保的老年年金給付嗎？
勞動部勞工保險局,"5. 我有領過公保養老給付(或軍保退伍給付)，但領的金額很少，按照國民年金100年7月修法後的規定每月以3,000元按月累計，早就已經累計到所領的金額。雖然我有辦理政府優惠存款，但是一個月才領1,000多元，這樣也不符合老年基本保證年金的請領資格嗎？"
勞動部勞工保險局,"4. 我以前曾經領過一次退休金和公保養老給付(或軍保退伍給付)，但沒有辦理政府優惠存款，依照100年7月國民年金法修法後的規定，只要自年滿65歲開始每個月以3,000元累計，累計原領取過的「公保養老給付＋軍保退伍給付」總金額，就可以請領老年基本保證年金。請問我要怎麼知道自己什麼時候達到累計金額，可以領取老年基本保證年金？"
勞動部勞工保險局,8. 國民年金法規定未產生經濟效益的原住民保留地可以扣除價值，請問「未產生經濟效益的原住民保留地」要如何認定？可以在哪裡取得證明文件？如果符合扣除規定，要怎麼向勞保局申請(申復)扣除？
勞動部勞工保險局,7. 以下各種公共設施用地，是不是屬於公共設施保留地？可以扣除土地價值嗎？
勞動部勞工保險局,3. 國民年金法規定「個人綜合所得合計達50萬元以上」的人，不能請領老年基本保證年金、原住民給付、身心障礙基本保證年金。請問我的銀行帳戶裡有達50萬元以上的存款，會影響領取老年基本保證年金、原住民給付、身心障礙基本保證年金的資格嗎？
勞動部勞工保險局,5. 我申請的土地使用分區證明書上有載明是「公共設施用地」，請問就是「公共設施保留地」嗎？
勞動部勞工保險局,4. 國民年金法規定土地的部分或全部被依法編為公共設施保留地，但因政府財務或其他不可歸責於地主的因素而尚未徵收及補償者，可以扣除。請問「公共設施保留地」要怎麼認定？可以在哪裡取得證明？如果確實屬於公共設施保留地，要怎麼向勞保局申請(申復)扣除？
勞動部勞工保險局,5. (承上題)但是我101年度的個人綜合所得也不到50萬元，為什麼不符合請領規定？我要怎麼向勞保局提出申復？
勞動部勞工保險局,4. 因為具有多重障礙而領有(極)重度身心障礙證明的人，是否需要評估工作能力？
勞動部勞工保險局,"1. 國民年金法規定「經政府全額補助收容安置」的人不能請領老年基本保證年金、原住民給付、身心障礙基本保證年金。請問我目前住在安養院，政府有補助安養費用，這樣可以繼續領取老年基本保證年金(或原住民給付、身心障礙基本保證年金)嗎？
"
勞動部勞工保險局,2. 我所有的房屋因為年代久遠，沒有辦理保存登記，無法確定房屋座落的地號，要怎麼辦？
勞動部勞工保險局,6. 我已經申請減領，可不可以撤銷或變更金額？ 
勞動部勞工保險局,4. 如何辦理減領給付？ 
勞動部勞工保險局,6. 勞保局怎麼知道我有沒有在領社會福利津貼(低收入老人生活津貼、中低收入老人生活津貼、身心障礙者生活補助、老年農民福利津貼或榮民就養給付）？我要主動通知勞保局嗎？
勞動部勞工保險局,2. 申請減領給付有沒有什麼限制？被扣減的金額可不可以事後要求補發？提出申請後可以撤銷或變更扣減金額嗎？
勞動部勞工保險局,6. 土地使用分區證明書上載有「農業區」、「保護區」、「工業區」、「住宅區」的土地，是不是屬於公共設施保留地？
勞動部勞工保險局,2. 我先生是軍公教退休人員，已經往生了，我目前每個月有領他的月退休金「半俸」，還可以領取老年基本保證年金(或原住民給付)嗎？
勞動部勞工保險局,5. 申請後，從何時開始減領？ 
勞動部勞工保險局,4. 我已經在領取身心障礙(基本保證)年金給付，之後如果身心障礙證明到期，需要重新鑑定身心障礙程度嗎？還要檢附無工作能力證明嗎？
勞動部勞工保險局,1. 我有欠繳國民年金保險費，可以請領國民年金的給付嗎？給付金額會不會受到影響？會因為欠費期間的長短而有不同嗎？
勞動部勞工保險局,1. 為什麼國民年金會有「減領給付」的規定？什麼時候會用到？是每一種年金都可以申請減領嗎？要怎麼申請？申請後會從什麼時候開始扣減？
勞動部勞工保險局,2. 我在國內沒有戶籍，可以請領國民年金的給付嗎？要怎麼申請？如果是已經開始領取年金以後才除戶籍的人，還可以繼續領年金嗎？
勞動部勞工保險局,5. 領取國民年金各項給付，需要申報個人綜合所得稅嗎？
勞動部勞工保險局,7. 國民年金的年金給付申請人沒有個人帳戶可以提供或因債務問題入帳可能遭扣押，該怎麼申請國民年金專戶？
勞動部勞工保險局,4. 是不是一旦開始領取年金，以後每個月的給付金額就固定不變？
勞動部勞工保險局,3. 如果我申請給付時檢附的文件是外文的，可以使用嗎？
勞動部勞工保險局,1. 如果我符合國民年金給付請領條件，需要自己提出申請嗎？還是勞保局會主動發給我？如果要提出申請，該怎麼辦理？有沒有限制要在多久期限內提出？
勞動部勞工保險局,7. 我同時符合國民年金保險二種以上的年金給付條件，是否都可以請領？
勞動部勞工保險局,3. 以下情況是否符合「個人所有的土地及房屋價值未達500萬元」的規定？
勞動部勞工保險局,2. 我提出給付申請後要多久才會領到錢？勞保局要怎樣把給付發給我？如果我比較晚才提出申請，勞保局會不會把提出申請之前月份的給付一起補發給我？
勞動部勞工保險局,3. 給付申請人如果是重度身心障礙者，無法到銀行或郵局開戶，要怎麼辦？
勞動部勞工保險局,3. 國民年金有「老年年金給付」、「老年基本保證年金給付」及「原住民給付」三種針對老年人的給付項目。這三種給付有什麼差別？可以同時領嗎？
勞動部勞工保險局,2. 國民年金提供老年人什麼保障？從什麼時候開始領？可以領多久？ 
勞動部勞工保險局,1.國民年金保險提供哪些給付保障？要有怎樣的資格才可以請領？有沒有規定要參加國民年金保險幾年以上才能請領？
勞動部勞工保險局,5. 如果在國民年金加保期間（65歲前）死亡，家屬有什麼給付可以領？如果是在領取國民年金給付期間死亡，家屬也有給付可以領嗎？
勞動部勞工保險局,6.為什麼這個月的年金還沒有入帳？前幾個月28號以前就入帳了，入帳日好像每個月都不一樣？
勞動部勞工保險局,3. 被保險人或受益人申請減領保險給付，有無特別規定？ 
勞動部勞工保險局,19. 目前工作中並已加入勞保，為何還收到國保保費繳款單？ 
勞動部勞工保險局,1. 國民年金法規定個人所有的土地及房屋價值合計達500萬元以上，就不能請領老年基本保證年金、原住民給付及身心障礙基本保證年金，但如果是屬於「個人所有的唯一房屋且實際居住」者，可以扣除400萬元。請問我要怎麼知道我的土地及房屋價值是多少？是看地價稅和房屋稅單上的金額嗎？「實際居住」是以設籍地址認定嗎？如果符合扣除規定，是一律扣除400萬元嗎？ 要怎麼向勞保局申請(申復)扣除？
勞動部勞工保險局,16. 每年度的利率都不一樣，如果跨年度才繳納保險費，利息要如何計算？
勞動部勞工保險局,4. 國民年金有提供身心障礙方面的給付保障嗎？如果有，要符合什麼條件才能領？可以領多久？
勞動部勞工保險局,2. 我有時候參加勞保，有時候參加國保，國保年資要如何計算？ 我可以把兩種年資加在一起累計嗎？
勞動部勞工保險局,13. 我不想參加國民年金保險，可以不要繳費嗎？
勞動部勞工保險局,14. 我聽說如果我不繳納保費，會處罰我的配偶，這是真的嗎？
勞動部勞工保險局,12. 我目前的經濟狀況沒有能力繳納保險費怎麼辦？
勞動部勞工保險局,11. 報稅時，如何取得國民年金年度繳費證明？
勞動部勞工保險局,9. 我可以預先繳納保險費嗎？要怎麼辦理？ 
勞動部勞工保險局,4. 符合國民年金給付請領資格，但是入獄服刑、因案羈押或被拘禁的人，可以申請國民年金的給付嗎？如果是在領取年金期間入獄服刑、因案羈押或被拘禁，可以繼續領取年金嗎？
勞動部勞工保險局,10.我繳納的國民年金保險費，是否可以在申報年度個人綜合所得稅時列舉扣除？如果可以，要在申報哪一年的綜合所得稅時扣除？
勞動部勞工保險局,15. 已經逾期的保險費要如何繳納？會不會有滯納金或利息？如果有，是如何計算？勞保局會主動通知我繳納嗎？
勞動部勞工保險局,8.我想要用行動繳款單繳納國民年金保險費，該怎麼使用呢？
勞動部勞工保險局,6. 曾經參加國民年金保險的人，在年滿 65 歲後尚未請領老年年金給付就已經死亡，可以由法定繼承人代為請領老年年金給付嗎？ 還是有其他給付可以領？
勞動部勞工保險局,4. 我辦好轉帳代繳後，會從什麼時候開始扣款？之前的欠費也會直接從帳戶裡扣嗎？
勞動部勞工保險局,3. 我想要用轉帳代繳的方式繳納國民年金保險費，請問是到任何一家金融機構都可以辦理嗎？需要攜帶什麼文件？是不是一定要有繳款單才可以辦？
勞動部勞工保險局,2. 如果繳款單寄發時我剛好出國，要如何繳納保險費？ 
勞動部勞工保險局,1. 國民年金保險費的繳納方式有哪幾種？ 
勞動部勞工保險局,4. 勞保局有提供國民年金保險費繳款單的電子帳單服務嗎？要怎麼申請？一定要用本人的信箱帳號嗎？申請後如果想要停用該怎麼辦理？
勞動部勞工保險局,5. 我想要變更電子郵件信箱帳號，要如何辦理？
勞動部勞工保險局,2. 我不住在戶籍地址(或戶籍地址不方便收件)，要如何辦理通訊地址變更？ 
勞動部勞工保險局,1. 國民年金保險費繳款單什麼時候寄發？會寄到什麼地方？繳納期限為何？ 如果沒收到繳款單(或繳款單遺失)，要怎麼申請補發？
勞動部勞工保險局,5. 我對所得未達一定標準的審查結果不服，要向誰反映？
勞動部勞工保險局,17. 我已經在領原住民給付，為什麼還需要繳納國民年金保險費？
勞動部勞工保險局,7. 要怎麼使用網路銀行繳納國民年金保險費？是每一家金融機構的網路銀行都可以繳納嗎？
勞動部勞工保險局,18. 勞保僅中斷幾天，為何會收到國保繳款單？能否不繳納？
勞動部勞工保險局,1. 國民年金法裡所說符合「所得未達一定標準」，保費可以少付一點，它的補助標準怎麼計算？
勞動部勞工保險局,16. 我有中低收入戶資格，同時具有所得未達一定標準（或身心障礙）保險費補助身分，修法後的國保保費如何補助？
勞動部勞工保險局,6. 要怎麼使用網路ATM繳納國民年金保險費？是每一家金融機構的網路ATM都可以繳納嗎？我是不是拿任何一張晶片金融卡都可以登入扣款？ 
勞動部勞工保險局,14. 中低收入戶的資格認定要去哪裡申請？
勞動部勞工保險局,3. 繳款單收件人沒住這裡了，應該如何處理？ 
勞動部勞工保險局,12.（收到109年5月底寄發之109年3、4月保險費繳款單）我有中低收入戶資格，為何沒有補助保險費？
勞動部勞工保險局,11. 本次修正條文從什麼時候開始適用？
勞動部勞工保險局,13. 我有中低收入戶資格，勞保局在109年7月底寄發109年5、6月的保險費繳款單時，是不是就會按中低收入戶的補助身分計收保險費？
勞動部勞工保險局,9. 我是35年7月15日出生，100年7月份就已經滿65歲了，為什麼還要繳納7月份的國民年金保險費？
勞動部勞工保險局,15. 我目前已有中低收入戶資格，未來是否每年都要提出申請？
勞動部勞工保險局,1. 國民年金的保險年資怎麼計算？未滿1年的部分要怎麼辦？如果國保退保，那以前繳納保險費累計的年資還在嗎？有沒有規定國保中斷多久，年資就會被取消？
勞動部勞工保險局,8. 國民年金保險費要繳多久，才可以領老年年金？
勞動部勞工保險局,2. 我想申請國民年金所得未達一定標準的保險費補助資格，要到哪裡辦理？可以委託別人代為申請嗎？申請過後要怎麼知道是否符合補助資格？
勞動部勞工保險局,7. 國保保費按日計算的規定正式施行以後，之前按月計算的保費是否也會跟著修改？
勞動部勞工保險局,5. 我是用轉帳代繳的方式扣繳保險費，勞保局會發給我繳費收據嗎？
勞動部勞工保險局,5. 我在100年6月份勞保只有中斷幾天，為什麼要繳納整個月的國保保費？我已經有繳納勞保保費，現在又要繳國保保費，不是重複繳費嗎？
勞動部勞工保險局,2. 國民年金保險的保險費率是多少？
勞動部勞工保險局,6. 聽說國民年金保險費已經修法改成按日計算，為什麼我在100年 7月份勞保只中斷幾天，但還是收到繳款單計收 7月份整個月的國保保費？
勞動部勞工保險局,3. 國民年金被保險人每月應繳納的保險費如何計算？會因為年齡或性別而有不同嗎？我的家庭所得較低，可以申請保費補助嗎？
勞動部勞工保險局,2. 國民年金的保險效力從什麼時候開始？到什麼時候結束？ 
勞動部勞工保險局,5. 漁民已經參加漁保，是否還需要參加國民年金保險？ 
勞動部勞工保險局,4. 學生是否需要參加國民年金保險？ 
勞動部勞工保險局,4. 我經過審查符合所得未達一定標準的補助資格，但是後來戶籍有遷移，需要重新提出申請嗎？
勞動部勞工保險局,1. 我目前沒有在工作，符合國民年金加保資格，是否需要主動向勞保局申報加保？如果我之後再就業並參加勞保，需要再向勞保局申報退出國民年金保險嗎？
勞動部勞工保險局,2. 領有身心障礙手冊，是否可以參加國民年金保險？ 
勞動部勞工保險局,1. 國民年金保險的月投保金額是多少？可以自願調高嗎？
勞動部勞工保險局,2. 參加農保比較好還是參加國保比較好？ 
勞動部勞工保險局,6. 失業者是否也要參加國民年金保險？ 
勞動部勞工保險局,4. 我有低收入戶資格，也領有身心障礙證明，保險費要怎麼補助？
勞動部勞工保險局,3. 我經過審查符合所得未達一定標準的補助資格，未來是不是每年都要重新提出申請？如果我之後因為參加勞保造成國保中斷，再加入國保時要重新提出申請嗎？
勞動部勞工保險局,1. 我現在有參加農保，是否還可以參加國民年金保險？如果不可以，那我可以退出農保，改參加國民年金保險嗎？ 原本的農保年資會併入國保年資計算嗎？
勞動部勞工保險局,13. 領過軍公教人員的退休俸或正在領月退休金的退休人員，或者是領取軍公教人員半俸的配偶，是否可以參加國民年金保險？
勞動部勞工保險局,1. 外籍配偶或大陸配偶是否可以參加國民年金保險？ 
勞動部勞工保險局,14. 服務機關從公營轉民營時，已領取公保補償金者，可否參加國民年金保險？
勞動部勞工保險局,10. 我110年1月20日入營服替代役，將於110年2月10日滿25歲，國民年金保險費會如何補助？
勞動部勞工保險局,3. 公司負責人是否可以參加國民年金保險？
勞動部勞工保險局,10. 國民年金法第12條及第40條修正重點為何？
勞動部勞工保險局,5. 聽說替代役役男服役期間的國民年金保險費將由內政部役政署支付？是從何時開始適用？
勞動部勞工保險局,12. 已經領取「軍保退伍給付」或「公教保養老給付」的人，是否可以參加國民年金保險？ 
勞動部勞工保險局,6. 「替代役」役男國民年金保險費補助之對象為何？
勞動部勞工保險局,11. 我已年滿25歲，110年1月5日入營服替代役，國民年金保險費會如何補助？
勞動部勞工保險局,7. 替代役役男國民年金保險費補助要去哪裡申請？
勞動部勞工保險局,4. 我現在在服研發替代役，是否需要參加國民年金保險？
勞動部勞工保險局,9. （收到110年1月底寄發之109年11、12月保險費繳款單）我110年開始就有替代役役男身分，為何沒有補助國民年金保險費？
勞動部勞工保險局,11. 服務機關從公營轉民營時，已領取勞保補償金者，可否參加國民年金保險？ 
勞動部勞工保險局,10. 我領了勞保老年給付後，是否還可以參加國民年金保險？如果可以，那我之後再受僱工作並參加勞保的職災保險，會影響我的國民年金加保資格嗎？
勞動部勞工保險局,2. 我是私立學校教職員，是否可以參加國民年金保險？ 
