部門 問題
衛生福利部疾病管制署 臨床實驗室接受衛生主管機關進行查核，如被開立不符合項目（未完成整備）時，是否仍可進行相關檢驗操作？
衛生福利部疾病管制署 於機構內傳送COVID-19疑似或確診病人之檢體時，應使用何種包裝方式較為安全？
衛生福利部疾病管制署 設置單位保存2019新型冠狀病毒時，是否可與其他相同等級或不同等級危險群之病原體存放於同一保存設備？
衛生福利部疾病管制署 對於有發燒或呼吸道症狀且具TOCC風險疑慮的病人，是否減少經鼻快篩與耳鼻喉抽吸呢？
衛生福利部疾病管制署 目前外科口罩加上眼鏡，是否可以有效防護？
衛生福利部疾病管制署 不方便洗手的場合，酒精和乾洗手是否有效？
衛生福利部疾病管制署 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來是否須關閉後續門診？關閉多久？
衛生福利部疾病管制署 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來是否換完衣服口罩可以繼續看診？
衛生福利部疾病管制署 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來診間該如何消毒？
衛生福利部疾病管制署 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，基層診所除了撥打1922之外，接下來已經在診所（但非診間）內的病人是否要逐一登記？還可以看完再回家嗎？
衛生福利部疾病管制署 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，雖就醫時有戴口罩，但直接進入基層診所，我們除了撥打1922之外，接下來疑似個案不能搭公共運輸，那麼計程車拒載且無自小客車，該名病患如何運送？
衛生福利部疾病管制署 如果有發燒或呼吸道症狀且具TOCC風險疑慮的病人，就醫時有戴口罩，診所醫護人員或就醫民眾是否會被匡列為接觸者?
衛生福利部疾病管制署 一般民眾為什麼只需要佩戴口罩，而不用佩戴N95口罩？
衛生福利部疾病管制署 一般民眾佩戴之口罩何時需要更換？
衛生福利部疾病管制署 進入醫院為什麼要戴口罩？
衛生福利部疾病管制署 民眾進入醫療院所不配合佩戴口罩，應如何處理?
衛生福利部疾病管制署 為何醫療照護工作人員依暴觸風險要佩戴N95口罩，且佩戴時要注意什麼？
衛生福利部疾病管制署 醫療照護人員佩戴之N95等級以上口罩何時需要更換？
衛生福利部疾病管制署 目前醫療機構內美食街之從業人員工作時是否需佩戴口罩？
衛生福利部疾病管制署 醫療機構的環境清潔為何很重要?
衛生福利部疾病管制署 我在醫院工作，是否有感染風險?
衛生福利部疾病管制署 醫護人員及民眾手部衛生為什麼很重要?
衛生福利部疾病管制署 民眾為COVID-19疑似個案的接觸者，目前沒有症狀，但要求自費住院進行篩檢，應如何處理？
衛生福利部疾病管制署 如何進行離島地區緊急空中轉送COVID-19病人？
衛生福利部疾病管制署 若患者到院前即已死亡，但經醫師評估後研判符合嚴重特殊傳染性肺炎病例定義並通報，此時該個案之遺體應如何處理？
衛生福利部疾病管制署 疑似或確診之COVID-19個案之遺體處理是否有相關時效規定？
衛生福利部疾病管制署 處理疑似或確診之COVID-19個案遺體時，相關工作人員應採取哪些感染管制措施？
衛生福利部疾病管制署 疑似或確診病例，優先安排入住單人負壓隔離病室，但若須收治於單人隔離病室時，空調要關閉嗎?
衛生福利部疾病管制署 我是居家隔離或居家檢疫者，我在家中不得外出，在隔離/檢疫期間，出現危及生命的情形時，該怎麼辦？
衛生福利部疾病管制署 我是居家隔離或居家檢疫者，我在家中不得外出，在隔離/檢疫期間，如果有發燒或咳嗽等情形時，該怎麼辦？
衛生福利部疾病管制署 我是居家隔離或居家檢疫者，我在家中不得外出，在隔離/檢疫期間，原來就有慢性疾病，或者有其他非發燒、上呼吸道症狀之身體不適時，該怎麼辦？
衛生福利部疾病管制署 醫護人員若配合衛生單位要求進行居家隔離/檢疫或自主健康管理，可以向醫療院所申請什麼假？
衛生福利部疾病管制署 我是醫療機構醫護人員，照護119送來具有危及生命情形的COVID-19居家隔離或居家檢疫病患，應採取何種感染管制措施？
衛生福利部疾病管制署 我是醫療機構醫護人員，遇到COVID-19居家隔離或居家檢疫期間者就醫，但該病患無發燒、急性呼吸道感染或肺炎症狀時，應採取何種感染管制措施？
衛生福利部疾病管制署 我是醫療機構醫護人員，診治病患時發現健保醫療資訊雲端查詢系統提示「此保險對象為COVID-19確定病例接觸者，為居家隔離對象」，但我未接到衛生局指示該病患就醫時，我該如何處理？
衛生福利部疾病管制署 我是居家醫療之醫療照護人員，前往COVID-19居家隔離或居家檢疫期間者住所執行居家醫療時，應採取何種感染管制措施？
衛生福利部疾病管制署 我是醫療機構醫護人員，院內發生入院後才確診的COVID-19確定病例，我在何種情況下會被列為接觸者？
衛生福利部疾病管制署 我是醫療機構醫護人員，院內發生入院後才確診的COVID-19確定病例，我被列為密切接觸者，後續該注意什麼？
衛生福利部疾病管制署 我是醫療機構醫護人員，院內發生入院後才確診的COVID-19確定病例，我被列為接觸者，何時可返回醫院上班？
衛生福利部疾病管制署 我是醫療機構醫護人員，住院病患之陪病家屬及訪客來來去去，會不會有院內感染疑慮？
衛生福利部疾病管制署 緊急住院的病人於入院篩檢接受SARS-CoV-2檢驗後，該如何安置病人？
衛生福利部疾病管制署 SARS-CoV-2抗原快速檢驗結果為陰性者，是否需進行自主健康管理？
