部門 問題
經濟部智慧財產局 在提出發明專利申請案實體審查請求的同時，可以請求AEP嗎？
經濟部智慧財產局 AEP事由三「為商業上之實施所必要」需要何種證明文件？
經濟部智慧財產局 中國大陸核准的專利案，可以申請AEP嗎？
經濟部智慧財產局 申請AEP事由共有4種，審查結果通知之時間是否有差別？
經濟部智慧財產局 申請AEP時，所提出之相關文件需要全文翻譯成中譯本嗎？
經濟部智慧財產局 申請AEP需要繳納規費嗎？
經濟部智慧財產局 何謂專利審查高速公路(PPH)？如何申請？
經濟部智慧財產局 何人可以提出PPH申請？
經濟部智慧財產局 適格提出PPH申請之我國發明專利申請案的條件為何？
經濟部智慧財產局 新型與設計專利申請案可以申請PPH嗎？
經濟部智慧財產局 提出PPH申請的時點為何？
經濟部智慧財產局 發明專利申請案申請專利審查高速公路（PPH）審查，現在收到審查意見通知後要申請修正時，要用一般修正申請書還是PPH修正申請書？
經濟部智慧財產局 母案已經進入再審階段且已發出審查意見，此時按照國外核准專利的請求項而提出數件分割子案，是否可辦理PPH審查？
經濟部智慧財產局 目前與智慧局合作實施PPH計畫之外國專利局包括哪些？
經濟部智慧財產局 在提出發明專利申請案實體審查請求的同時，可以請求PPH嗎？
經濟部智慧財產局 可以同時提出PPH與AEP申請嗎？
經濟部智慧財產局 申請PPH後多久會收到審查結果？
經濟部智慧財產局 若申請案已進入AEP審查程序，可以再提出PPH申請嗎？
經濟部智慧財產局 申請PPH時，所提出之相關文件需要全文翻譯成中譯本嗎？
經濟部智慧財產局 申請PPH需要繳納規費嗎？
經濟部智慧財產局 何謂TW-SUPA？如何申請？
經濟部智慧財產局 申請TW-SUPA後多久會收到審查結果？
經濟部智慧財產局 申請TW-SUPA需繳納規費嗎？
經濟部智慧財產局 何謂形式審查制？
經濟部智慧財產局 新型形式審查審查哪些事項？
經濟部智慧財產局 新型形式審查時，如何判斷該案有違單一性的規定？
經濟部智慧財產局 新型形式審查時，如何判斷新型的修正明顯超出申請時說明書、申請專利範圍或圖式所揭露的範圍？
經濟部智慧財產局 新型專利形式審查的處理時限為何？
經濟部智慧財產局 新型專利申請案的准駁公文，為何叫做處分書，而不是審定書？
經濟部智慧財產局 新型專利申請案於形式審查中，可以申請面詢或現場勘驗嗎？
經濟部智慧財產局 已核准的新型專利權，事後發現有不應准予專利之情事，應如何處理？智慧局可以依職權撤銷專利權嗎？
經濟部智慧財產局 相同的產品，用不同的名稱及不同的敘述方式申請新型專利，會分別獲准專利嗎？
經濟部智慧財產局 不服新型形式審查的結果，可以申請再審查嗎？
經濟部智慧財產局 何謂新型專利技術報告？
經濟部智慧財產局 何人可以申請新型專利技術報告？
經濟部智慧財產局 何時可以申請新型專利技術報告？
經濟部智慧財產局 何時可以在智慧局網站專利檢索系統看到有人申請新型專利技術報告？
經濟部智慧財產局 可以撤回新型專利技術報告的申請嗎？
經濟部智慧財產局 新型專利權消滅後，還可以申請新型專利技術報告嗎？
經濟部智慧財產局 申請新型專利技術報告是否採逐項收費？是否逐項作成報告？
經濟部智慧財產局 新型專利技術報告的性質為何？對技術報告內容不服，可以提起行政救濟嗎？
經濟部智慧財產局 技術報告申請人可以主動提供引證資料或相關先前技術資料給智慧局參考嗎？
經濟部智慧財產局 可以針對同一新型專利權，提出多次技術報告申請嗎？
經濟部智慧財產局 可以申請調閱他人已申請的新型專利技術報告嗎？
經濟部智慧財產局 申請新型專利技術報告，應否備具理由及證據，並指出違反專利要件的事由？
經濟部智慧財產局 若新型專利技術報告申請人非為專利權人，新型專利技術報告「申請時」會通知專利權人嗎？
經濟部智慧財產局 若新型專利技術報告申請人非為專利權人，新型專利技術報告「完成後」會通知專利權人嗎？
經濟部智慧財產局 新型專利技術報告內容不利於專利權人時，會通知專利權人答辯嗎？
經濟部智慧財產局 新型專利雖已取得證書，但技術報告不利時，該證書是否有用？
經濟部智慧財產局 智慧局製作新型專利技術報告時，若發現該新型不符專利要件，會如何處理？
經濟部智慧財產局 新型專利權的行使，是否以提示技術報告為要件？
經濟部智慧財產局 新型專利權之行使，專利法第116條規定專利權人如未提示技術報告不得進行警告。則此「警告」是否為行使新型專利權之要件？如未「警告」或雖警告但「未提示」技術報告，效果為何？
經濟部智慧財產局 申請新型專利技術報告的結果，會刊載於專利公報嗎？
經濟部智慧財產局 新型專利技術報告多久可以完成？
經濟部智慧財產局 先前所申請之技術報告遺失，可以申請補發嗎？
經濟部智慧財產局 物品的色彩可以申請設計專利嗎？
經濟部智慧財產局 文字可以當作花紋申請設計專利嗎？
經濟部智慧財產局 大樓外觀或景觀設計，可以申請設計專利嗎？
經濟部智慧財產局 何謂圖像設計？可以申請設計專利嗎？
經濟部智慧財產局 何謂部分設計？
經濟部智慧財產局 國內申請案是部分設計，但據以主張優先權的國外基礎案是全部設計，也可以主張優先權嗎？
經濟部智慧財產局 何謂成組設計？
經濟部智慧財產局 何謂衍生設計？
經濟部智慧財產局 衍生設計與過去的聯合新式樣專利有何差別？
經濟部智慧財產局 何時可以申請衍生設計？
經濟部智慧財產局 衍生設計的設計名稱必須與原申請案一致嗎？
經濟部智慧財產局 衍生設計專利與原設計專利有何關係？
經濟部智慧財產局 何謂設計之產業利用性？
經濟部智慧財產局 何謂設計之新穎性？
經濟部智慧財產局 何謂設計之擬制喪失新穎性？
經濟部智慧財產局 何謂設計之創作性？
經濟部智慧財產局 何謂設計之先申請原則？
經濟部智慧財產局 何謂設計之單一性？
經濟部智慧財產局 設計專利沒有申請專利範圍，要如何判斷設計的專利權範圍？
經濟部智慧財產局 設計專利的審查制度與發明、新型專利有何不同？
經濟部智慧財產局 申請人不服設計不予專利初審審定，應如何救濟？
經濟部智慧財產局 申請人不服設計不予專利再審查審定，應如何救濟？
經濟部智慧財產局 提出專利申請後，何時可以修正說明書、申請專利範圍及圖式？
經濟部智慧財產局 專利案申請分割時，原申請案為分割而同時進行的修正，也要受到期間限制嗎？
經濟部智慧財產局 專利案核准後尚未領證前，可以申請修正嗎？
經濟部智慧財產局 第三人申請實體審查的發明專利案，申請人可以提出修正嗎？
經濟部智慧財產局 提出專利申請後，想到更好的技術，可以將新技術修正加入原來的說明書、申請專利範圍及圖式嗎？
經濟部智慧財產局 申請修正要檢送什麼文件？修正的地方要如何劃線？
經濟部智慧財產局 何謂最後通知？最後通知對修正申請專利範圍有何限制？
經濟部智慧財產局 何謂誤譯訂正？
經濟部智慧財產局 申請誤譯訂正要檢送什麼文件？訂正的地方要如何劃線？
經濟部智慧財產局 可以同時申請修正和誤譯訂正嗎？應如何辦理？
經濟部智慧財產局 專利申請人有二人以上，修正申請書或誤譯訂正申請書需要全體共有人簽章嗎？
經濟部智慧財產局 申請時是用簡體字本送件，再補正正體中文本取得申請日，如果發現正體中文本與簡體中文本內容歧異，可以申請誤譯訂正嗎？
經濟部智慧財產局 申請修正說明書在先，又就同一頁申請誤譯訂正在後，原來申請修正時所檢送的修正劃線本，要再依申請誤譯訂正後的版本再重新劃線嗎？
經濟部智慧財產局 申請時是用外文本送件，再補正中文本取得申請日，如果發現中文本漏了翻譯一整段或一整頁，可以申請誤譯訂正嗎？
經濟部智慧財產局 申請時是用中文本送件，並主張國際優先權，但後來發現中文本漏了翻譯一整段或一整頁，可以申請誤譯訂正嗎？
經濟部智慧財產局 以外文說明書、申請專利範圍或圖式提出新申請案，於補正中文本後提出分割申請，但分割案只有送中文本，分割案可以依據原申請案的外文本申請誤譯訂正嗎？
經濟部智慧財產局 提出新申請案時，同時檢送中、外文說明書、申請範圍或圖式，其後可否申請誤譯訂正？
經濟部智慧財產局 何謂分割？
經濟部智慧財產局 申請分割，有何期間限制？
經濟部智慧財產局 設計專利申請案核准審定後，可以申請分割嗎？
經濟部智慧財產局 請問發明專利案初審核准已申請領證，但還在初審核准處分書送達後三個月內，是否可以申請分割？
經濟部智慧財產局 發明初審、再審查核准後三個月內可以提分割申請，請問這三個月的時間可以延期嗎？可以只送申請書，其他文件後補嗎？
經濟部智慧財產局 發明專利申請案核准審定後想申請分割，可以從已經核准審定的申請專利範圍分割出部分請求項嗎？
經濟部智慧財產局 申請案核駁審定或核駁處分後，可以申請分割嗎？
經濟部智慧財產局 在發明專利申請案初審或再審查核准審定後提出的分割申請案應續行之程序為何？
經濟部智慧財產局 主張國內優先權之後申請案經核准審定，惟申請人逾法定期間未繳費領證，其專利權依法不予公告。該先申請案於視為撤回前（申請日起15個月內），可以申請分割嗎？
經濟部智慧財產局 分割案與原申請案的申請人、發明人、代理人必須相同嗎？
經濟部智慧財產局 申請分割要檢送什麼文件？原申請案已檢送的委任書、優先權、優惠期或生物材料寄存證明文件要重新檢附嗎？
經濟部智慧財產局 發明或設計專利於再審查階段申請分割，分割案是進行初審程序或再審查程序？
經濟部智慧財產局 分割申請案也會公開嗎？
經濟部智慧財產局 分割申請案之委任書是否要另外送ㄧ份新的委任書？
經濟部智慧財產局 專利申請案於再審查階段時提出分割申請，分割子案要繳再審查的費用嗎？分割出來之子案若為核駁審定，後續應進行何種程序？
經濟部智慧財產局 何謂改請？改請的態樣為何？
經濟部智慧財產局 申請改請，有何期間限制？
經濟部智慧財產局 已經核准審定(處分)的專利案，可以申請改請嗎？
經濟部智慧財產局 已經核駁審定(處分)的專利案，改請及再審查(訴願)只能擇一嗎？
經濟部智慧財產局 改請案與原申請案的申請人、發明人、代理人必須相同嗎？
經濟部智慧財產局 申請改請應檢附什麼文件？原申請案已檢送的委任書、優先權、優惠期或生物材料寄存證明文件要重新檢附嗎？
經濟部智慧財產局 專利申請人就專利申請案，可以分割一併改請嗎？提出申請時要注意什麼事？
經濟部智慧財產局 收到發明專利審查意見通知後改請為新型專利，可以再改請回為發明專利嗎？
經濟部智慧財產局 可以申請撤回分割或改請之申請，並回到原申請案繼續審查嗎？
經濟部智慧財產局 申請專利會有哪些費用？
經濟部智慧財產局 繳納專利規費的方式有哪些？
經濟部智慧財產局 電子申請案件如何繳納規費？
經濟部智慧財產局 電子申請案和紙本申請案的規費繳納期限有不同嗎？
經濟部智慧財產局 專利申請規費有何減收規定？
經濟部智慧財產局 發明分割申請案之發明名稱、申請人姓名或名稱、發明人姓名及摘要同時附有英文翻譯者有無規費減收？
經濟部智慧財產局 申請時以電子方式提出外文本，後來以紙本方式補正中文本，需要補繳已減收的申請規費嗎？
經濟部智慧財產局 專利申請人為自然人，若申請變更國籍，是否需要規費？
經濟部智慧財產局 哪些專利申請事項採取逐項收費？規費如何計算？
經濟部智慧財產局 舉發採取逐項收費及全案收費，差別在哪裡？什麼是申請人不適格和違反互惠原則？
經濟部智慧財產局 99年1月1月前申請的發明申請案，現在要申請分割，如何計算分割案的實體審查規費？
經濟部智慧財產局 102年1月1月前申請的發明申請案，現在要申請再審查，如何計算再審查規費？
經濟部智慧財產局 新型專利申請案已付申請規費3000元，後來改請為發明專利申請案，必須再補繳500元或再補繳3500元？
經濟部智慧財產局 變更申請人之姓名或名稱的規費如何計算？
經濟部智慧財產局 變更代理人的規費如何計算？
經濟部智慧財產局 變更發明人(新型創作人、設計人)的規費如何計算？
經濟部智慧財產局 變更發明人姓名的規費如何計算？
經濟部智慧財產局 專利電子申請案多久可以收到規費紙本收據？
經濟部智慧財產局 寄送支票或郵政劃撥繳費後，須要多久可以取得收據？
經濟部智慧財產局 讓與登記規費收據上面之繳款人會標示為讓與人或是受讓人？
經濟部智慧財產局 收據開立錯誤，如何申請更正？
經濟部智慧財產局 可以申請補發收據嗎？
經濟部智慧財產局 什麼情形可以申請退還規費？
經濟部智慧財產局 撤回發明、新型、設計專利申請案，可以退還申請規費嗎？
經濟部智慧財產局 被主張國內優先權的先申請案於申請日起15個月視為撤回後，可以申請退還實體審查費或再審查申請費嗎？
經濟部智慧財產局 變更專利名稱，原收據上專利名稱可以變更嗎？
經濟部智慧財產局 申請退還規費，應如何辦理？收據遺失怎麼辦？
經濟部智慧財產局 申請退還專利規費時，可以指名退費給繳費人以外的第三人嗎？
經濟部智慧財產局 專利案核准(處分)後，智慧局會主動寄發專利證書嗎？
經濟部智慧財產局 專利證書號的編碼規則為何？
經濟部智慧財產局 申請領取專利證書有何期間限制？逾期的法律效果為何？
經濟部智慧財產局 不小心超過申請領取專利證書的法定期間，有何補救方式？
經濟部智慧財產局 如何申請領取專利證書？要繳納哪些費用？如何繳納？
經濟部智慧財產局 繳納專利證書費及第1年年費後或繳費後於延緩公告中，申請撤回領證，可以退費嗎？
經濟部智慧財產局 申領專利證書時一併延緩公告，延緩公告可否撤回？
經濟部智慧財產局 想指定代收人代為收受專利證書，但申領專利證書及申請延緩公告申請書上沒有代收人欄位怎麼辦？
經濟部智慧財產局 請求不公開發明人、新型創作人或設計人姓名時，專利證書上會載明發明人、新型創作人和設計人姓名嗎？
經濟部智慧財產局 申請領取專利證書並繳費後，多久可以領到證書？
經濟部智慧財產局 到智慧局服務台繳費領證，現場可以領到專利證書嗎？
經濟部智慧財產局 專利證書於寄送過程中折到了，是否可補發一張新的？
經濟部智慧財產局 兩位專利權人可以各自擁有一份專利權證書正本嗎？
經濟部智慧財產局 如何申請補(換)發證書？舊證書是否要繳回？
經濟部智慧財產局 可以寫信給智慧局，列出名下所有專利，請智慧局蓋章證明嗎？
經濟部智慧財產局 何謂專利年費？
經濟部智慧財產局 專利年費的繳納期限為何？
經濟部智慧財產局 設計專利年費可否適用專利年費減免之規定？
經濟部智慧財產局 衍生設計要繳納專利年費嗎？
經濟部智慧財產局 智慧局會不會通知專利權人繳納專利年費？
經濟部智慧財產局 何時會收到智慧局的專利年費繳納通知書？
經濟部智慧財產局 專利年費繳納通知可以用e-mail方式通知嗎？如何申請？
經濟部智慧財產局 沒有收到智慧局的專利年費繳納通知書，可以請求補寄嗎？
經濟部智慧財產局 專利年費的繳納方式為何？
經濟部智慧財產局 專利年費繳納用支票的發票日期可以寫應繳期限的最後一天嗎？
經濟部智慧財產局 以網路銀行轉帳方式繳納專利年費後，要通知智慧局嗎？
經濟部智慧財產局 不是用電子方式申請專利的案件，可以在線上繳納專利年費嗎？
經濟部智慧財產局 如何利用虛擬帳號繳納專利年費？
經濟部智慧財產局 專利年費繳納方式為約定帳號扣款，何時會扣款？
經濟部智慧財產局 以郵政劃撥方式繳納專利年費, 申請書需要寄回嗎？
經濟部智慧財產局 以前委託代理人代繳專利年費，現在可以改成自己繳納嗎？
經濟部智慧財產局 專利年費有何減免規定？要提出申請才能減免嗎？
經濟部智慧財產局 專利年費繳納通知上列出的應繳金額，是減收後的金額嗎？
經濟部智慧財產局 專利權為二人以上共有，但只有一位共有人符合年費減免資格，可以減免專利年費嗎？
經濟部智慧財產局 符合專利年費減收資格的中小企業如何認定？
經濟部智慧財產局 外國專利權人為中小企業，也可以減收專利年費嗎？
經濟部智慧財產局 領證或年費繳納申請書上，若有勾選中小企業或自然人資格，申請書上要蓋公司大小章或私章嗎？
經濟部智慧財產局 符合專利年費減收資格的國外學校如何認定？
經濟部智慧財產局 財團法人OO大學、OO基金會，符合專利年費減收資格嗎？
經濟部智慧財產局 低收入戶如何辦理免繳專利年費？
經濟部智慧財產局 在繳納次年度專利年費時，符合年費減免資格，惟繳納年費後喪失該資格，是否須補繳年費差額？
經濟部智慧財產局 何謂預繳專利年費，最長一次可以預繳幾年？
經濟部智慧財產局 預繳專利年費時不符合年費減免資格，嗣後符合減免資格者，可以申請退還多繳的年費嗎？如果可以，要如何辦理？
經濟部智慧財產局 預繳專利年費時符合年費減免資格，嗣後喪失減免資格者，需要補繳差額嗎？
經濟部智慧財產局 舉發審定成立後，行政救濟期間是否要繼續繳交年費？
經濟部智慧財產局 專利權被撤銷時，已預繳的專利年費可以請求退還嗎？
經濟部智慧財產局 多繳的專利年費想申請退費或抵繳次年年費時，要如何辦理？
經濟部智慧財產局 超過繳納專利年費的期間尚未繳費，法律效果為何？如何補救？
經濟部智慧財產局 專利年費加繳通知單內有提供虛擬帳號以便繳費嗎？
經濟部智慧財產局 一次想繳好幾年的專利年費，或者所繳金額跟專利年費繳納申請書上所列的金額不一致，可以使用虛擬帳號機制繳費嗎？
經濟部智慧財產局 專利年費繳納申請書上的虛擬帳號可重覆使用嗎？
經濟部智慧財產局 專利年費繳納申請書上的虛擬帳號如超過繳款期限還可使用嗎？
經濟部智慧財產局 依智慧局所寄發的專利年費繳納申請書繳交專利年費後，才發現有溢繳、短繳等情況，應如何處理？
經濟部智慧財產局 同一專利權之專利年費繳納通知單，在繳款書上的虛擬帳號會不會因受信者之身分不同而有所不同？
經濟部智慧財產局 專利權人之資料，如姓名、名稱、地址或代理人等資料與本局登記資料不一致時，可以使用虛擬帳號機制繳納年費嗎？
經濟部智慧財產局 因天災或不可歸責於己的事由未繳年費致專利權消滅，如何補救？
經濟部智慧財產局 因逾期未繳納年費致專利權消滅時，智慧局會通知專利權人嗎？
經濟部智慧財產局 倘符合專利年費減免資格，於逾期依比例補繳年費及申請復權補繳3倍年費時，是依減收後的年費計算嗎？請舉例說明？
經濟部智慧財產局 何謂專利權讓與登記？應如何辦理？
經濟部智慧財產局 衍生設計和原設計的專利權要同時辦理讓與登記嗎？
經濟部智慧財產局 如果專利權為A公司所有，讓與給B公司(或與B公司合併)，嗣後又讓與給C公司(或與C公司合併)，此時專利權應如何辦理移轉？
經濟部智慧財產局 專利權讓與是否需要檢還專利證書更改專利權人？
經濟部智慧財產局 專利權讓與如是自然人無償讓與（贈與），須檢附完稅證明文件，但如以1元讓與算是有償或無償？
經濟部智慧財產局 專利核准但尚未領證，申請讓與登記應使用申請權讓與申請書或專利權讓與申請書？
經濟部智慧財產局 專利權復權期間，要同時辦理讓與，可由受讓人辦理復權嗎？
經濟部智慧財產局 何謂專利權授權登記？應如何辦理？
經濟部智慧財產局 何謂專屬授權？何謂非專屬授權？何謂獨家授權？
經濟部智慧財產局 專利權共有時如何授權？
經濟部智慧財產局 何謂專利權再授權登記？應如何辦理？
經濟部智慧財產局 如何取消專利權的專屬授權？
經濟部智慧財產局 何謂專利權繼承登記？應如何辦理？
經濟部智慧財產局 何謂專利權信託登記？應如何辦理？
經濟部智慧財產局 何謂專利權質權登記？應如何辦理？
經濟部智慧財產局 想拋棄專利權，應如何辦理？
經濟部智慧財產局 專利權有異動時，一定要辦理登記嗎？
經濟部智慧財產局 專利權有異動時，會辦理公告嗎？
經濟部智慧財產局 申請專利權讓與、信託或繼承登記，要檢還證書嗎？
經濟部智慧財產局 何謂舉發？
經濟部智慧財產局 何時可以提起舉發？
經濟部智慧財產局 任何人都可以提起舉發嗎？
經濟部智慧財產局 如何提起專利舉發？
經濟部智慧財產局 舉發可否先提出舉發專利申請書，理由跟證據後補呢？
經濟部智慧財產局 舉發聲明應如何繕寫？
經濟部智慧財產局 舉發聲明於提起舉發後可以申請變更或追加嗎？
經濟部智慧財產局 智慧局會依職權審查舉發人沒有列在舉發聲明的請求項嗎？
經濟部智慧財產局 舉發理由書應如何繕寫？一定要寫明舉發法條嗎？
經濟部智慧財產局 提起舉發後可以再補提理由、證據嗎？
經濟部智慧財產局 智慧局會依職權審查舉發人沒有提出的理由、證據嗎？
經濟部智慧財產局 舉發證據可以使用影本嗎？
經濟部智慧財產局 舉發證據為外文資料時，要翻譯為中文嗎？
經濟部智慧財產局 在舉發審查時所檢送的樣品或證據正本，可以歸還當事人嗎？
經濟部智慧財產局 舉發案的當事人可以看樣品嗎？可以攝影嗎？
經濟部智慧財產局 舉發答辯期限即將到期，如何申請延期？可延期多久？
經濟部智慧財產局 舉發案的當事人可以申請閱卷嗎？
經濟部智慧財產局 舉發案的當事人可以申請面詢、勘驗嗎？
經濟部智慧財產局 專利權消滅後，可以提起舉發嗎？
經濟部智慧財產局 如果有侵權案件在法院審理，可以申請優先審查舉發案嗎？
經濟部智慧財產局 舉發審查中的案子可以辦理授權或者讓與嗎？
經濟部智慧財產局 提起舉發案後，可以申請撤回嗎？
經濟部智慧財產局 專利權被舉發成立後，其效力為何？會撤銷部分請求項的專利嗎？
經濟部智慧財產局 專利權被撤銷確定後，任何人都可以實施該專利權嗎？
經濟部智慧財產局 何時可以申請更正？
經濟部智慧財產局 專利的可更正事項為何？
經濟部智慧財產局 專利權的更正有何限制？
經濟部智慧財產局 申請一般更正要檢送什麼文件？
經濟部智慧財產局 在更正案合併或刪除請求項時，可以變動原來請求項的項號嗎？
經濟部智慧財產局 專利權人在被舉發前或在舉發案審查中申請更正，智慧局會如何處理？
經濟部智慧財產局 專利權人在舉發案審查中多次提出不同的更正版本時，以何版本為準？
經濟部智慧財產局 新型專利的更正案是採取形式審查或實體審查？與舉發案合併審查時如何處理？
經濟部智慧財產局 外文本可以申請更正嗎？
經濟部智慧財產局 專利權核准後要申請誤譯訂正，要使用誤譯訂正申請書或更正申請書？
經濟部智慧財產局 專利權核准後要申請誤譯訂正，要檢送什麼文件？
經濟部智慧財產局 專利權核准後，申請誤譯訂正一併申請刪除請求項、減縮申請專利範圍、訂正誤記或誤譯內容或釋明不明瞭之記載等事項時，要檢送什麼文件？
經濟部智慧財產局 專利案被舉發，專利權人申請更正時，除一般應備具文件，尚應再檢送什麼文件？
經濟部智慧財產局 申請人可於何時提出面詢之申請？
經濟部智慧財產局 誰可以提出面詢申請？
經濟部智慧財產局 專利面詢申請書可在哪裡下載？
經濟部智慧財產局 面詢是否要繳規費？
經濟部智慧財產局 面詢規費申請時就必須繳納嗎？
經濟部智慧財產局 面詢的地點為何？
經濟部智慧財產局 智慧局會不受理面詢申請嗎？
經濟部智慧財產局 為何專利面詢申請書需填寫「面詢所依據的版本」?
經濟部智慧財產局 專利面詢申請書「面詢所依據的版本」應如何填寫？
經濟部智慧財產局 專利面詢申請書之「面詢事項及說明」應如何填寫？
經濟部智慧財產局 誰可以出席面詢會議？
經濟部智慧財產局 出席人員需要備具何種證明文件？
經濟部智慧財產局 如果無法依約定時間出席面詢，應如何辦理？
經濟部智慧財產局 面詢時間為何？
經濟部智慧財產局 面詢當天當事人可否提出新事證？
經濟部智慧財產局 出席人員可否錄音或錄影面詢過程？
經濟部智慧財產局 面詢出席人員現場應遵循何規定？
經濟部智慧財產局 面詢內容是以筆錄方式製作嗎？
經濟部智慧財產局 面詢紀錄需要出席人員簽署確認嗎？面詢紀錄可否提供出席人員保存？
經濟部智慧財產局 面詢後，當事人應注意事項為何？
經濟部智慧財產局 面詢後，智慧局多久可以發出後續審查意見通知書？
經濟部智慧財產局 專利權的期間為何？如何計算？
經濟部智慧財產局 專利權的保護是否從申請日開始？
經濟部智慧財產局 專利權期間曾經修法變動，分別是從何時開始？
經濟部智慧財產局 何謂專利權期間延長？
經濟部智慧財產局 何種申請案可申請專利權期間延長？
經濟部智慧財產局 申請專利權期間延長要檢送什麼文件？
經濟部智慧財產局 申請專利權期間延長有期間限制嗎？
經濟部智慧財產局 專利權延長是就哪一部分延長？（例如原來有10項專利權範圍，而許可證的範圍僅有其中五項）
經濟部智慧財產局 專利權期間延長申請案審定不准延長時，會公告審定書嗎？
經濟部智慧財產局 專利權當然消滅的原因有哪些？
經濟部智慧財產局 專利權人逾期未繳年費超過6個月，網站上何時會看何專利權消滅的資訊？
經濟部智慧財產局 專利權期限一過，任何人都可以自由運用該項專利技術嗎？
經濟部智慧財產局 專利權的效力為何？
經濟部智慧財產局 專利權的效力有何限制？
經濟部智慧財產局 侵害專利權有無刑事責任？
經濟部智慧財產局 侵害專利的民事責任為何？
經濟部智慧財產局 一般人去製造市面上存在且標示申請專利在案之物品，須負何種責任？
經濟部智慧財產局 主張專利權被侵害有期限限制嗎？
經濟部智慧財產局 智慧局可以協助確認有無侵害專利權嗎？
經濟部智慧財產局 從專利證書號及專利申請案號如何區別專利種類？
經濟部智慧財產局 專利證書號前面有英文代號I、M、D是何時開始？
經濟部智慧財產局 86110739A01，其中A代表甚麼意思？
經濟部智慧財產局 專利檢索系統的資料更新頻率？
經濟部智慧財產局 如何查詢某產品是否已取得專利權？
經濟部智慧財產局 智慧局可以幫忙查詢XXXXXXX技術是否已被申請專利嗎？
經濟部智慧財產局 為何將中華民國專利資訊檢索系統網址加到「我的最愛」之後，卻連不到該網址？
經濟部智慧財產局 專利檢索系統案件中之公告說明，首頁右上方證書號後方多U代表什麼意義？
經濟部智慧財產局 什麼是國際專利分類（IPC）？
經濟部智慧財產局 專利公報在每個書目資料欄位前面加中括號的2位數字編碼是什麼？
經濟部智慧財產局 國際專利分類主要變革為何？
經濟部智慧財產局 國際專利分類版本如何修訂？
經濟部智慧財產局 國際專利分類表示方式為何？
經濟部智慧財產局 專利文獻有關國際專利分類版次如何標示？
經濟部智慧財產局 國際專利分類之發明資訊及附加資訊有何不同？
經濟部智慧財產局 專利文件於不同審查階段之分類時機為何？
經濟部智慧財產局 國際專利分類之資料如何取得？
經濟部智慧財產局 誰可以從事專利代理行為？
經濟部智慧財產局 如何取得專利師資格？
經濟部智慧財產局 專利師從考試及格到執業，整個流程為何？
經濟部智慧財產局 如何參加專利師考試？
經濟部智慧財產局 專利師考試及格後，申請核發專利師證書應檢送哪些文件？
經濟部智慧財產局 專利師、專利代理人和代收人有什麼不同？
經濟部智慧財產局 代理人是律師，第一次送專利申請案，要檢附何種資料？
經濟部智慧財產局 代理人是律師，第1次專利申請案可以用電子申請嗎？
經濟部智慧財產局 在專利師法通過前取得專利代理人資格者，如欲執業，須要像專利師一樣加入公會嗎？
經濟部智慧財產局 請問專利代理人要換成律師身分來辦理專利業務，該如何辦理？
經濟部智慧財產局 專利師或專利代理人，要變更事務所（例如從A事務所轉至B事務所），該如何辦理？
經濟部智慧財產局 專利師應以何方式執行業務？
經濟部智慧財產局 專利師事務所如何設立？有何規定？
經濟部智慧財產局 專利師法施行後，專利代理人證書是否繼續核發？
經濟部智慧財產局 專利師法施行前領有專利代理人證書之專利代理人，可以繼續執業嗎？
經濟部智慧財產局 專利師可以當專利侵權訴訟的訴訟代理人嗎？
經濟部智慧財產局 專利師或專利代理人變更地址，要如何辦理？
經濟部智慧財產局 專利代理人欲申請補換發代理人證書，可否使用「補換發專利師證書申請書」書表？
經濟部智慧財產局 因專利師、專利代理人的疏失造成申請人權益損失，該怎麼辦？
經濟部智慧財產局 新的「認識專利」有販售紙本嗎？
經濟部智慧財產局 關於審查、領證、核准是否有英文專門用語？
經濟部智慧財產局 政府是否有輔導發明人申請專利？
經濟部智慧財產局 政府是否有幫助將專利技術開發成商品？
經濟部智慧財產局 專利技術想授權或讓與，如何找到買方？
